"Day","Month","Year","Rented.Bike.Count","Hour","Temperature","Humidity","Wind.Speed.ms","Visibility.10m","Dew.Point.Temperature","Solar.Radiation","Rainfall.mm","Snowfall.cm","Holiday"
"14","04",2020,253,2,13.5,27,1.6,2000,-5.1,0,0,0,"No Holiday"
"14","04",2020,62,3,12.1,41,1,2000,-0.7,0,0.2,0,"No Holiday"
"14","04",2020,39,4,10.3,72,1,2000,5.4,0,0.8,0,"No Holiday"
"14","04",2020,20,5,9.5,76,0.8,1962,5.4,0,0,0,"No Holiday"
"14","04",2020,12,6,8.7,80,1.1,1518,5.4,0,1,0,"No Holiday"
"14","04",2020,18,7,8.2,88,0.7,607,6.3,0.01,2,0,"No Holiday"
"14","04",2020,17,8,7.7,88,1.4,516,5.8,0.08,1,0,"No Holiday"
"14","04",2020,17,9,7.5,94,1.5,506,6.5,0.15,1.5,0,"No Holiday"
"14","04",2020,43,10,7.7,94,1,685,6.7,0.28,1.5,0,"No Holiday"
"14","04",2020,52,11,8.1,94,1.2,802,7.1,0.39,0.5,0,"No Holiday"
"14","04",2020,75,12,8.6,94,1.1,389,7.6,0.49,0,0,"No Holiday"
"14","04",2020,70,13,8.8,93,1.7,597,7.7,0.38,0,0,"No Holiday"
"14","04",2020,122,14,8.9,94,1.3,1129,7.9,0.29,0.5,0,"No Holiday"
"14","04",2020,203,15,8.6,88,3.2,1211,6.7,0.17,0,0,"No Holiday"
"14","04",2020,445,16,8.9,87,1.8,2000,6.8,0.32,0,0,"No Holiday"
"14","04",2020,675,17,9.3,81,2.4,2000,6.1,0.52,0,0,"No Holiday"
"14","04",2020,706,18,9.6,79,1.8,2000,6.1,0.39,0,0,"No Holiday"
"14","04",2020,612,19,9.5,76,2.3,2000,5.4,0.02,0,0,"No Holiday"
"14","04",2020,640,20,9.4,76,2.6,1376,5.3,0,0,0,"No Holiday"
"14","04",2020,633,21,9.1,76,3.5,1113,5,0,0,0,"No Holiday"
"14","04",2020,586,22,8.8,77,3.2,1258,4.9,0,0,0,"No Holiday"
"14","04",2020,503,23,8.4,77,3.8,1662,4.5,0,0,0,"No Holiday"
"15","04",2020,475,0,7.8,78,1.8,1741,4.1,0,0,0,"No Holiday"
"15","04",2020,349,1,7.1,78,3.6,1662,3.5,0,0,0,"No Holiday"
"15","04",2020,254,2,6.7,80,2.8,1342,3.4,0,0,0,"No Holiday"
"15","04",2020,183,3,6.4,83,2.3,1158,3.7,0,0,0,"No Holiday"
"15","04",2020,110,4,6,84,1.7,951,3.4,0,0,0,"No Holiday"
"15","04",2020,65,5,5.8,85,1.3,829,3.4,0,0,0,"No Holiday"
"15","04",2020,102,6,5.6,85,1.2,769,3.2,0,0,0,"No Holiday"
"15","04",2020,223,7,5.8,83,1.1,733,3.1,0.15,0,0,"No Holiday"
"15","04",2020,401,8,7,78,0.9,656,3.4,0.56,0,0,"No Holiday"
"15","04",2020,513,9,8.6,66,1.7,881,2.5,1.16,0,0,"No Holiday"
"15","04",2020,582,10,10.3,62,2.1,914,3.3,1.76,0,0,"No Holiday"
"15","04",2020,797,11,11.8,57,2.6,1041,3.5,2.18,0,0,"No Holiday"
"15","04",2020,1105,12,12.5,53,3.4,1324,3.1,2.52,0,0,"No Holiday"
"15","04",2020,1229,13,13.5,46,3.4,1325,2,2.71,0,0,"No Holiday"
"15","04",2020,1083,14,13.7,50,3.7,1218,3.4,2.3,0,0,"No Holiday"
"15","04",2020,62,15,13.1,54,4.1,1264,3.9,1.98,0,0,"No Holiday"
"15","04",2020,124,16,12,61,3.6,1374,4.6,0.57,0,0,"No Holiday"
"15","04",2020,42,17,11.8,60,2.9,1457,4.2,0.6,0,0,"No Holiday"
"15","04",2020,343,18,11.9,58,2.2,1645,3.8,0.61,0,0,"No Holiday"
"15","04",2020,317,19,11,62,2.1,1661,3.9,0.19,0,0,"No Holiday"
"15","04",2020,297,20,10.3,62,2,1749,3.3,0,0,0,"No Holiday"
"15","04",2020,464,21,9.6,66,1.7,1850,3.5,0,0,0,"No Holiday"
"15","04",2020,620,22,9,65,1.7,1953,2.7,0,0,0,"No Holiday"
"15","04",2020,467,23,8.6,69,2.2,1730,3.2,0,0,0,"No Holiday"
"16","04",2020,401,0,8.3,59,2.1,1912,0.7,0,0,0,"No Holiday"
"16","04",2020,226,1,7.6,62,1.2,1885,0.7,0,0,0,"No Holiday"
"16","04",2020,126,2,7.1,64,0.9,1756,0.7,0,0,0,"No Holiday"
"16","04",2020,107,3,6.4,67,1.4,1668,0.7,0,0,0,"No Holiday"
"16","04",2020,75,4,5.9,68,0.7,1590,0.4,0,0,0,"No Holiday"
"16","04",2020,132,5,5.3,73,0.8,1474,0.8,0,0,0,"No Holiday"
"16","04",2020,405,6,5,70,0.7,1739,0,0,0,0,"No Holiday"
"16","04",2020,1049,7,5,67,1,1774,-0.6,0.18,0,0,"No Holiday"
"16","04",2020,1713,8,6.9,54,0.7,1706,-1.7,0.85,0,0,"No Holiday"
"16","04",2020,922,9,10.1,42,0.8,1911,-2.2,1.57,0,0,"No Holiday"
"16","04",2020,700,10,12.4,34,1.2,1943,-3,2.24,0,0,"No Holiday"
"16","04",2020,855,11,14.1,32,1.3,2000,-2.3,2.67,0,0,"No Holiday"
"16","04",2020,1052,12,15.5,33,2.5,1893,-0.7,3.1,0,0,"No Holiday"
"16","04",2020,973,13,16.6,30,2.3,1876,-1,3.21,0,0,"No Holiday"
"16","04",2020,1016,14,18,28,1.6,1820,-0.8,3.11,0,0,"No Holiday"
"16","04",2020,1145,15,18.4,25,2,1809,-2,2.8,0,0,"No Holiday"
"16","04",2020,1452,16,18.5,24,3,1773,-2.4,2.27,0,0,"No Holiday"
"16","04",2020,1753,17,18.7,21,2.5,1871,-4.1,1.65,0,0,"No Holiday"
"16","04",2020,2692,18,17,28,3.1,2000,-1.6,0.88,0,0,"No Holiday"
"16","04",2020,1719,19,13.8,32,3.4,1992,-2.6,0.26,0,0,"No Holiday"
"16","04",2020,1498,20,12.1,35,2.4,1954,-2.9,0,0,0,"No Holiday"
"16","04",2020,1355,21,11.1,39,1.5,1734,-2.3,0,0,0,"No Holiday"
"16","04",2020,1099,22,10.8,33,0.9,2000,-4.8,0,0,0,"No Holiday"
"16","04",2020,733,23,9.7,33,0.4,2000,-5.8,0,0,0,"No Holiday"
"17","04",2020,503,0,9.6,31,0.8,2000,-6.7,0,0,0,"No Holiday"
"17","04",2020,421,1,9,36,1,1994,-5.3,0,0,0,"No Holiday"
"17","04",2020,237,2,8.4,45,0.9,1987,-2.8,0,0,0,"No Holiday"
"17","04",2020,164,3,7.8,49,1,1975,-2.2,0,0,0,"No Holiday"
"17","04",2020,110,4,7.6,52,0.4,1935,-1.6,0,0,0,"No Holiday"
"17","04",2020,143,5,7.4,56,0.6,1746,-0.8,0,0,0,"No Holiday"
"17","04",2020,406,6,6.9,57,0.5,1775,-1,0,0,0,"No Holiday"
"17","04",2020,1100,7,6.9,57,1.1,1633,-1,0.18,0,0,"No Holiday"
"17","04",2020,1920,8,8.7,49,0.8,1520,-1.4,0.68,0,0,"No Holiday"
"17","04",2020,1013,9,12,39,0.6,1386,-1.5,1.44,0,0,"No Holiday"
"17","04",2020,731,10,14.7,31,1.1,1240,-2.2,2.04,0,0,"No Holiday"
"17","04",2020,822,11,16.9,27,1.5,1354,-2.2,2.66,0,0,"No Holiday"
"17","04",2020,1112,12,18,26,2.2,1459,-1.8,3.03,0,0,"No Holiday"
"17","04",2020,1007,13,19.1,26,2.5,1134,-0.8,3.16,0,0,"No Holiday"
"17","04",2020,1037,14,19.8,23,2.6,1472,-1.9,3.01,0,0,"No Holiday"
"17","04",2020,1120,15,19.9,26,3.5,1628,-0.1,2.8,0,0,"No Holiday"
"17","04",2020,1312,16,19.5,28,3,1605,0.4,2.24,0,0,"No Holiday"
"17","04",2020,1632,17,18.3,29,4.3,1626,0,1.61,0,0,"No Holiday"
"17","04",2020,1727,18,17.1,31,3.3,1501,-0.1,0.93,0,0,"No Holiday"
"17","04",2020,1356,19,14.5,31,3.1,1558,-2.4,0.25,0,0,"No Holiday"
"17","04",2020,1290,20,12.5,31,3.8,1746,-4.2,0,0,0,"No Holiday"
"17","04",2020,1320,21,11.7,31,2.6,1617,-4.9,0,0,0,"No Holiday"
"17","04",2020,1071,22,11,34,1.2,1529,-4.2,0,0,0,"No Holiday"
"17","04",2020,680,23,10.1,41,1.1,1509,-2.5,0,0,0,"No Holiday"
"18","04",2020,515,0,9.6,44,2.2,1417,-2,0,0,0,"No Holiday"
"18","04",2020,375,1,8.9,45,2.1,1456,-2.4,0,0,0,"No Holiday"
"18","04",2020,260,2,8.7,44,1.6,1684,-2.8,0,0,0,"No Holiday"
"18","04",2020,164,3,7.9,45,0.7,1770,-3.3,0,0,0,"No Holiday"
"18","04",2020,105,4,7.2,49,0.8,1546,-2.8,0,0,0,"No Holiday"
"18","04",2020,154,5,6.7,50,1.6,1774,-3,0,0,0,"No Holiday"
"18","04",2020,395,6,6.2,52,0.8,1609,-2.9,0,0,0,"No Holiday"
"18","04",2020,1083,7,6.4,51,1,1398,-3,0.19,0,0,"No Holiday"
"18","04",2020,1815,8,8.3,36,0.6,1335,-5.9,0.82,0,0,"No Holiday"
"18","04",2020,987,9,11.2,31,1.7,1299,-5.3,1.59,0,0,"No Holiday"
"18","04",2020,761,10,13.7,26,2.3,1476,-5.4,2.25,0,0,"No Holiday"
"18","04",2020,845,11,15.5,22,1.4,1762,-6.1,2.82,0,0,"No Holiday"
"18","04",2020,1047,12,16.5,17,3.3,1819,-8.6,3.13,0,0,"No Holiday"
"18","04",2020,975,13,17.7,16,2.8,1824,-8.4,3.27,0,0,"No Holiday"
"18","04",2020,967,14,18.9,15,1.8,1822,-8.3,3.17,0,0,"No Holiday"
"18","04",2020,1149,15,19,21,3.3,1716,-3.8,2.88,0,0,"No Holiday"
"18","04",2020,1346,16,18.5,22,2.7,1515,-3.6,2.27,0,0,"No Holiday"
"18","04",2020,1738,17,17.8,26,3.3,1439,-1.9,1.63,0,0,"No Holiday"
"18","04",2020,1918,18,16.6,33,3.4,1182,0.2,0.86,0,0,"No Holiday"
"18","04",2020,842,19,14.7,40,2.4,1207,1.2,0.21,0,0,"No Holiday"
"18","04",2020,1346,20,13,41,2.3,1164,0,0,0,0,"No Holiday"
"18","04",2020,1209,21,12.1,40,2,1308,-1.1,0,0,0,"No Holiday"
"18","04",2020,1003,22,11.3,42,1.6,1189,-1.1,0,0,0,"No Holiday"
"18","04",2020,671,23,10.7,42,0.9,1236,-1.7,0,0,0,"No Holiday"
"19","04",2020,520,0,9.8,44,1.4,1268,-1.8,0,0,0,"No Holiday"
"19","04",2020,42,1,9.3,45,0.8,1263,-2,0,0,0,"No Holiday"
"19","04",2020,281,2,8.8,49,0.7,1272,-1.3,0,0,0,"No Holiday"
"19","04",2020,206,3,8.6,53,1.5,1185,-0.4,0,0,0,"No Holiday"
"19","04",2020,125,4,8.3,53,1.1,1007,-0.7,0,0,0,"No Holiday"
"19","04",2020,153,5,7.9,59,1.4,1005,0.3,0,0,0,"No Holiday"
"19","04",2020,367,6,7.6,55,1.2,1021,-0.8,0,0,0,"No Holiday"
"19","04",2020,254,7,7.7,48,0.4,1110,-2.6,0.19,0,0,"No Holiday"
"19","04",2020,20,8,9.6,39,0.8,1003,-3.7,0.79,0,0,"No Holiday"
"19","04",2020,316,9,12.4,29,1.5,1380,-5.1,1.49,0,0,"No Holiday"
"19","04",2020,139,10,14.7,29,1.7,1070,-3.1,2.07,0,0,"No Holiday"
"19","04",2020,795,11,16.1,23,2.5,1361,-5,2.52,0,0,"No Holiday"
"19","04",2020,919,12,17.8,21,2.7,1335,-4.8,2.79,0,0,"No Holiday"
"19","04",2020,930,13,19.2,17,2.2,1448,-6.4,2.89,0,0,"No Holiday"
"19","04",2020,996,14,20.5,17,3.1,1512,-5.4,2.83,0,0,"No Holiday"
"19","04",2020,1039,15,20.2,21,4.8,1161,-2.8,2.53,0,0,"No Holiday"
"19","04",2020,1198,16,19.8,25,4.4,1132,-0.8,2.02,0,0,"No Holiday"
"19","04",2020,1534,17,20.1,27,1.9,1088,0.4,1.38,0,0,"No Holiday"
"19","04",2020,2198,18,19.1,31,3,958,1.5,0.7,0,0,"No Holiday"
"19","04",2020,1489,19,17.4,34,2.2,779,1.3,0.16,0,0,"No Holiday"
"19","04",2020,1313,20,15.5,38,1.7,745,1.2,0,0,0,"No Holiday"
"19","04",2020,1165,21,14.2,44,2.4,1290,2.1,0,0,0,"No Holiday"
"19","04",2020,1054,22,13.4,49,1.1,1326,2.8,0,0,0,"No Holiday"
"19","04",2020,677,23,12.9,51,1.7,1200,2.9,0,0,0,"No Holiday"
"20","04",2020,553,0,12.4,56,0.5,1028,3.8,0,0,0,"No Holiday"
"20","04",2020,436,1,11.8,60,0.2,918,4.2,0,0,0,"No Holiday"
"20","04",2020,305,2,11.7,63,0.5,904,4.8,0,0,0,"No Holiday"
"20","04",2020,188,3,11.3,61,0.3,934,4,0,0,0,"No Holiday"
"20","04",2020,134,4,11.4,60,0.8,932,3.8,0,0,0,"No Holiday"
"20","04",2020,168,5,11.4,60,0.4,851,3.8,0,0,0,"No Holiday"
"20","04",2020,414,6,11.2,63,0.7,821,4.4,0,0,0,"No Holiday"
"20","04",2020,979,7,11.3,62,0.7,774,4.2,0.17,0,0,"No Holiday"
"20","04",2020,1659,8,13,54,1.2,738,3.8,0.68,0,0,"No Holiday"
"20","04",2020,962,9,15.8,42,0.9,683,2.8,1.37,0,0,"No Holiday"
"20","04",2020,708,10,18.2,36,1,620,2.8,1.99,0,0,"No Holiday"
"20","04",2020,805,11,20.6,34,2.2,705,4.1,2.51,0,0,"No Holiday"
"20","04",2020,1019,12,22.5,33,1.8,894,5.4,2.88,0,0,"No Holiday"
"20","04",2020,973,13,24.2,30,1.5,835,5.5,3.03,0,0,"No Holiday"
"20","04",2020,970,14,25.9,28,2.2,808,5.9,2.92,0,0,"No Holiday"
"20","04",2020,1080,15,26.1,27,1.8,581,5.6,2.59,0,0,"No Holiday"
"20","04",2020,1206,16,25.7,30,3.4,600,6.8,2.07,0,0,"No Holiday"
"20","04",2020,1543,17,25.6,30,2.3,671,6.7,1.47,0,0,"No Holiday"
"20","04",2020,2268,18,24.7,33,2.3,687,7.3,0.78,0,0,"No Holiday"
"20","04",2020,1578,19,22.9,35,1.8,714,6.6,0.22,0,0,"No Holiday"
"20","04",2020,1358,20,21.1,43,1.8,788,8,0,0,0,"No Holiday"
"20","04",2020,1213,21,19.2,50,1.5,842,8.5,0,0,0,"No Holiday"
"20","04",2020,1183,22,18.2,52,1.3,818,8.1,0,0,0,"No Holiday"
"20","04",2020,891,23,17.3,57,0.6,807,8.6,0,0,0,"No Holiday"
"21","04",2020,707,0,16.3,59,0.2,756,8.2,0,0,0,"No Holiday"
"21","04",2020,628,1,15.5,60,1.1,658,7.7,0,0,0,"No Holiday"
"21","04",2020,436,2,14.7,63,1.8,611,7.7,0,0,0,"No Holiday"
"21","04",2020,307,3,14.2,62,1.4,583,7,0,0,0,"No Holiday"
"21","04",2020,166,4,13.6,67,1.6,521,7.5,0,0,0,"No Holiday"
"21","04",2020,122,5,13,70,0.5,385,7.6,0,0,0,"No Holiday"
"21","04",2020,184,6,12.3,67,0.5,483,6.3,0,0,0,"No Holiday"
"21","04",2020,324,7,12.5,68,1.1,457,6.7,0.22,0,0,"No Holiday"
"21","04",2020,600,8,14.6,54,0.9,431,5.3,0.89,0,0,"No Holiday"
"21","04",2020,647,9,18.1,33,1.1,512,1.5,1.61,0,0,"No Holiday"
"21","04",2020,702,10,20.6,24,2,950,-0.7,2.29,0,0,"No Holiday"
"21","04",2020,872,11,23.1,19,2,1172,-1.8,2.85,0,0,"No Holiday"
"21","04",2020,1130,12,24.3,14,3.3,1701,-4.9,3.19,0,0,"No Holiday"
"21","04",2020,1315,13,24.6,10,2.7,2000,-9,3.31,0,0,"No Holiday"
"21","04",2020,1511,14,25,14,3.8,1858,-4.3,3.29,0,0,"No Holiday"
"21","04",2020,1730,15,25,13,4.1,2000,-5.3,2.98,0,0,"No Holiday"
"21","04",2020,1942,16,24.8,13,3.3,1955,-5.5,2.5,0,0,"No Holiday"
"21","04",2020,2032,17,23.2,12,3.6,2000,-7.8,1.69,0,0,"No Holiday"
"21","04",2020,1986,18,22.2,11,3,2000,-9.7,0.98,0,0,"No Holiday"
"21","04",2020,1711,19,20.7,15,2,2000,-6.9,0.34,0,0,"No Holiday"
"21","04",2020,1581,20,19.1,18,1.2,2000,-5.8,0,0,0,"No Holiday"
"21","04",2020,1491,21,17.8,21,1.2,2000,-4.8,0,0,0,"No Holiday"
"21","04",2020,1292,22,16.7,28,1,1996,-1.9,0,0,0,"No Holiday"
"21","04",2020,988,23,16,33,0.5,1996,-0.2,0,0,0,"No Holiday"
"22","04",2020,826,0,15.9,35,0.3,1995,0.4,0,0,0,"No Holiday"
"22","04",2020,578,1,15.9,39,0.2,2000,1.9,0,0,0,"No Holiday"
"22","04",2020,410,2,15.4,41,0.5,1319,2.1,0,0,0,"No Holiday"
"22","04",2020,289,3,15.2,31,0.3,2000,-1.8,0,0,0,"No Holiday"
"22","04",2020,192,4,14.9,35,0.8,2000,-0.4,0,0,0,"No Holiday"
"22","04",2020,136,5,14.8,38,0.6,2000,0.5,0,0,0,"No Holiday"
"22","04",2020,155,6,14.6,42,0.5,2000,1.8,0,0,0,"No Holiday"
"22","04",2020,278,7,15,41,0.3,2000,1.8,0.12,0,0,"No Holiday"
"22","04",2020,429,8,16.3,40,0.8,1982,2.6,0.25,0,0,"No Holiday"
"22","04",2020,247,9,16.9,45,0.9,1958,4.8,0.27,0,0,"No Holiday"
"22","04",2020,486,10,16.3,62,0.8,1639,8.9,0.27,0.3,0,"No Holiday"
"22","04",2020,424,11,17.4,54,0.9,1840,7.9,0.51,0,0,"No Holiday"
"22","04",2020,631,12,18.9,44,0.9,1910,6.3,0.75,0,0,"No Holiday"
"22","04",2020,842,13,20.5,35,1.1,2000,4.4,1.13,0,0,"No Holiday"
"22","04",2020,384,14,20.7,32,1.5,1996,3.3,0.69,0,0,"No Holiday"
"22","04",2020,234,15,19.6,44,2.4,1885,7,0.47,0.2,0,"No Holiday"
"22","04",2020,103,16,19.1,52,0.9,1583,9,0.37,0,0,"No Holiday"
"22","04",2020,46,17,17.9,65,1.2,965,11.2,0.13,1,0,"No Holiday"
"22","04",2020,63,18,16.1,73,1.3,1298,11.2,0.11,0.5,0,"No Holiday"
"22","04",2020,32,19,15.2,64,1.7,1185,8.4,0.02,0.5,0,"No Holiday"
"22","04",2020,12,20,13.3,80,1.8,821,9.9,0,1.5,0,"No Holiday"
"22","04",2020,24,21,12,86,2.3,681,9.7,0,2.5,0,"No Holiday"
"22","04",2020,13,22,11.6,89,2,469,9.8,0,4,0,"No Holiday"
"22","04",2020,18,23,11.3,94,1.6,368,10.3,0,3,0,"No Holiday"
"23","04",2020,81,0,10.7,94,2.6,477,9.7,0,2,0,"No Holiday"
"23","04",2020,41,1,10.6,87,2.3,1523,8.5,0,0.1,0,"No Holiday"
"23","04",2020,21,2,10.2,90,2.2,490,8.6,0,0.9,0,"No Holiday"
"23","04",2020,8,3,9.9,93,2.3,990,8.8,0,0.5,0,"No Holiday"
"23","04",2020,2,4,9.5,95,2.4,410,8.7,0,3.5,0,"No Holiday"
"23","04",2020,6,5,9.2,95,2.3,404,8.4,0,2.5,0,"No Holiday"
"23","04",2020,5,6,9.1,95,2.7,373,8.3,0,7,0,"No Holiday"
"23","04",2020,17,7,9,95,2.3,294,8.2,0,6,0,"No Holiday"
"23","04",2020,25,8,8.8,95,2.8,519,8,0.03,5,0,"No Holiday"
"23","04",2020,9,9,8.5,95,2.6,447,7.7,0.1,8,0,"No Holiday"
"23","04",2020,12,10,8.6,95,2.5,578,7.8,0.2,4,0,"No Holiday"
"23","04",2020,10,11,8.9,91,2.2,437,7.5,0.29,1.5,0,"No Holiday"
"23","04",2020,10,12,9,96,1.9,481,8.3,0.43,5.5,0,"No Holiday"
"23","04",2020,11,13,9.3,95,2.3,419,8.5,0.4,2.5,0,"No Holiday"
"23","04",2020,17,14,9.4,96,2.6,304,8.7,0.39,4,0,"No Holiday"
"23","04",2020,14,15,9.5,96,2.2,350,8.8,0.31,1.5,0,"No Holiday"
"23","04",2020,41,16,9.6,96,1.7,1409,8.9,0.23,1,0,"No Holiday"
"23","04",2020,42,17,9.4,95,1.9,660,8.6,0.11,0.5,0,"No Holiday"
"23","04",2020,39,18,9.4,96,1.9,600,8.7,0.07,1,0,"No Holiday"
"23","04",2020,50,19,9.4,95,1.8,531,8.6,0.03,1.5,0,"No Holiday"
"23","04",2020,37,20,9.4,95,1.6,740,8.6,0,1,0,"No Holiday"
"23","04",2020,82,21,9.4,94,2.1,869,8.4,0,1.5,0,"No Holiday"
"23","04",2020,164,22,9.6,90,1.9,2000,8,0,0,0,"No Holiday"
"23","04",2020,233,23,9.8,87,1.9,2000,7.7,0,0,0,"No Holiday"
"24","04",2020,213,0,9.8,86,1.3,2000,7.5,0,0,0,"No Holiday"
"24","04",2020,157,1,10.1,83,1.6,2000,7.3,0,0,0,"No Holiday"
"24","04",2020,68,2,10.1,83,1.4,2000,7.3,0,0.1,0,"No Holiday"
"24","04",2020,35,3,9.6,94,1.3,523,8.6,0,2.4,0,"No Holiday"
"24","04",2020,34,4,9.5,94,1.2,2000,8.5,0,0.5,0,"No Holiday"
"24","04",2020,77,5,9.4,93,1.3,2000,8.3,0,0,0,"No Holiday"
"24","04",2020,262,6,9.6,87,2,2000,7.5,0,0,0,"No Holiday"
"24","04",2020,751,7,9.8,84,1.3,2000,7.2,0.04,0,0,"No Holiday"
"24","04",2020,1502,8,10.5,79,1.3,2000,7,0.29,0,0,"No Holiday"
"24","04",2020,814,9,12,71,1.4,2000,6.8,0.92,0,0,"No Holiday"
"24","04",2020,638,10,12.9,68,1.3,2000,7.1,0.97,0,0,"No Holiday"
"24","04",2020,710,11,14.1,62,1.6,2000,6.9,1.08,0,0,"No Holiday"
"24","04",2020,925,12,15.2,57,1.9,2000,6.7,1.33,0,0,"No Holiday"
"24","04",2020,923,13,15.9,53,2.1,2000,6.3,1.54,0,0,"No Holiday"
"24","04",2020,942,14,16,52,1.7,2000,6.1,1.22,0,0,"No Holiday"
"24","04",2020,971,15,16.1,52,1.5,2000,6.2,0.93,0,0,"No Holiday"
"24","04",2020,1118,16,15.5,52,1.7,2000,5.6,0.7,0,0,"No Holiday"
"24","04",2020,1462,17,15.1,52,1.9,2000,5.3,0.64,0,0,"No Holiday"
"24","04",2020,2318,18,14.1,43,1.6,2000,1.6,0.36,0,0,"No Holiday"
"24","04",2020,1580,19,13.3,37,1.2,2000,-1.1,0.12,0,0,"No Holiday"
"24","04",2020,1332,20,12.6,49,0.8,2000,2.1,0,0,0,"No Holiday"
"24","04",2020,1372,21,11.5,47,1.1,2000,0.5,0,0,0,"No Holiday"
"24","04",2020,1215,22,10.4,43,0.7,2000,-1.6,0,0,0,"No Holiday"
"24","04",2020,725,23,9.6,44,0.7,2000,-2,0,0,0,"No Holiday"
"25","04",2020,536,0,8.9,55,0.7,2000,0.3,0,0,0,"No Holiday"
"25","04",2020,444,1,8.4,58,1.1,2000,0.6,0,0,0,"No Holiday"
"25","04",2020,306,2,7.7,60,0.3,1993,0.4,0,0,0,"No Holiday"
"25","04",2020,206,3,7.1,60,0.3,2000,-0.1,0,0,0,"No Holiday"
"25","04",2020,117,4,6.4,66,0.5,2000,0.4,0,0,0,"No Holiday"
"25","04",2020,148,5,6,63,0.5,1984,-0.5,0,0,0,"No Holiday"
"25","04",2020,449,6,5.8,55,0.3,2000,-2.5,0,0,0,"No Holiday"
"25","04",2020,1123,7,6.4,51,0.3,1963,-3,0.27,0,0,"No Holiday"
"25","04",2020,1900,8,8.8,37,0.9,1939,-5.1,0.89,0,0,"No Holiday"
"25","04",2020,1066,9,11.7,32,0.8,1862,-4.4,1.6,0,0,"No Holiday"
"25","04",2020,756,10,14.8,29,0.6,1749,-3,2.2,0,0,"No Holiday"
"25","04",2020,938,11,17.5,25,1.3,1843,-2.7,2.74,0,0,"No Holiday"
"25","04",2020,1192,12,19.4,20,1.1,1663,-4.1,3.08,0,0,"No Holiday"
"25","04",2020,1141,13,20.8,23,1.7,1467,-1.1,3.18,0,0,"No Holiday"
"25","04",2020,1161,14,22.1,22,2.1,1470,-0.6,3.12,0,0,"No Holiday"
"25","04",2020,1180,15,22.8,21,2.1,1542,-0.6,2.75,0,0,"No Holiday"
"25","04",2020,1447,16,23.1,19,3.1,1871,-1.8,2.26,0,0,"No Holiday"
"25","04",2020,1878,17,22.9,23,2.8,1985,0.6,1.64,0,0,"No Holiday"
"25","04",2020,2807,18,21.2,32,3.8,1927,3.8,0.94,0,0,"No Holiday"
"25","04",2020,1958,19,18.2,36,3.5,2000,2.8,0.29,0,0,"No Holiday"
"25","04",2020,1651,20,16.8,29,4.3,1971,-1.3,0.01,0,0,"No Holiday"
"25","04",2020,1593,21,15.9,35,1.4,1999,0.4,0,0,0,"No Holiday"
"25","04",2020,1382,22,15.2,35,1.2,1999,-0.1,0,0,0,"No Holiday"
"25","04",2020,906,23,14,45,0.6,1901,2.2,0,0,0,"No Holiday"
"26","04",2020,692,0,13.1,47,0.3,1877,2,0,0,0,"No Holiday"
"26","04",2020,546,1,12.4,55,1,1836,3.5,0,0,0,"No Holiday"
"26","04",2020,409,2,11.9,57,1,1793,3.6,0,0,0,"No Holiday"
"26","04",2020,239,3,11.3,66,1,1506,5.1,0,0,0,"No Holiday"
"26","04",2020,140,4,10.7,70,0.7,1404,5.4,0,0,0,"No Holiday"
"26","04",2020,180,5,10.2,73,0.8,1137,5.5,0,0,0,"No Holiday"
"26","04",2020,452,6,10,72,0.8,1217,5.1,0.01,0,0,"No Holiday"
"26","04",2020,1124,7,10.7,68,0.8,1093,5,0.27,0,0,"No Holiday"
"26","04",2020,1933,8,11.7,62,0.6,956,4.6,0.62,0,0,"No Holiday"
"26","04",2020,1027,9,14,54,1.5,1054,4.8,1.37,0,0,"No Holiday"
"26","04",2020,745,10,16.7,47,2.2,1147,5.3,2.26,0,0,"No Holiday"
"26","04",2020,930,11,18.1,42,2.7,1112,4.9,2.17,0,0,"No Holiday"
"26","04",2020,1197,12,19.6,36,2.2,962,4.1,2.55,0,0,"No Holiday"
"26","04",2020,1084,13,20.6,30,2.4,1048,2.3,2.67,0,0,"No Holiday"
"26","04",2020,1123,14,21.6,28,3.1,1414,2.2,2.84,0,0,"No Holiday"
"26","04",2020,1227,15,21.9,23,2.6,1463,-0.1,2.66,0,0,"No Holiday"
"26","04",2020,1386,16,21.7,23,2.5,1404,-0.3,1.97,0,0,"No Holiday"
"26","04",2020,1796,17,20.7,30,3.3,1482,2.4,1.48,0,0,"No Holiday"
"26","04",2020,2574,18,17.4,45,3.1,1092,5.3,0.75,0,0,"No Holiday"
"26","04",2020,1891,19,15.2,45,3.3,1138,3.3,0.24,0,0,"No Holiday"
"26","04",2020,1531,20,14.4,50,2.7,1216,4,0.01,0,0,"No Holiday"
"26","04",2020,1447,21,13.4,60,2.2,1517,5.7,0,0,0,"No Holiday"
"26","04",2020,1146,22,12.7,61,2.2,1949,5.3,0,0,0,"No Holiday"
"26","04",2020,851,23,12.1,58,1.9,1719,4,0,0,0,"No Holiday"
"27","04",2020,663,0,11.8,59,2.4,1535,4,0,0,0,"No Holiday"
"27","04",2020,562,1,11.5,57,1.8,1471,3.2,0,0,0,"No Holiday"
"27","04",2020,361,2,11.2,58,1.4,1255,3.2,0,0,0,"No Holiday"
"27","04",2020,258,3,10.7,63,1.1,989,3.9,0,0,0,"No Holiday"
